Time,FHR
2.156,-3.8
2.158,-3.2
2.16,-0.4
2.162,1.8
2.164,2.4
2.166,7.0
2.168,12.6
2.17,15.0
2.172,18.2
2.174,26.6
2.176,33.6
2.178,38.0
2.18,32.6
2.182,25.4
2.184,21.6
2.186,20.6
2.188,15.6
2.19,5.6
2.192,3.6
2.194,4.4
2.196,0.0
2.198,1.8
2.2,-8.6
2.202,-15.8
2.204,-6.8
2.206,2.2
2.208,-2.6
2.21,-1.2
2.212,-1.8
2.214,-0.8
2.216,-0.8
2.218,-3.6
2.22,-7.0
2.222,-6.0
2.224,2.6
2.226,4.0
2.228,2.0
2.23,-0.8
2.232,-3.0
2.234,-2.4
2.236,-1.6
2.238,-4.6
2.24,-5.4
2.242,-3.4
2.244,-0.6
2.246,-0.2
2.248,-7.8
2.25,-6.2
2.2520000000000002,-10.6
2.254,-8.2
2.2560000000000002,0.2
2.258,-0.8
2.2600000000000002,-0.4
2.262,-1.6
2.2640000000000002,0.2
2.266,-1.2
2.2680000000000002,-1.8
2.27,-0.4
2.2720000000000002,-2.0
2.274,-2.2
2.2760000000000002,-1.0
2.278,2.4
2.2800000000000002,3.4
2.282,1.2
2.2840000000000003,0.0
2.286,-2.8
2.2880000000000003,-3.2
2.29,-6.0
2.2920000000000003,-3.0
2.294,-2.4
2.2960000000000003,2.8
2.298,1.6
2.3000000000000003,0.2
2.302,0.6
2.3040000000000003,2.0
2.306,-1.8
2.308,1.4
2.31,-2.0
2.312,-4.4
2.314,-3.8
2.316,-1.4
2.318,-0.4
2.32,0.4
2.322,0.2
2.324,0.2
2.326,1.0
2.328,0.0
2.33,0.2
2.332,-0.2
2.334,5.8
2.336,12.0
2.338,16.2
2.34,15.0
2.342,7.6
2.344,-2.4
2.346,-4.6
2.348,1.8
2.35,0.6
2.352,7.4
2.354,10.6
2.356,3.4
2.358,4.2
2.36,7.8
2.362,4.0
2.364,6.6
2.366,6.4
2.368,9.8
2.37,11.2
2.372,12.0
2.374,16.4
2.376,21.8
2.378,17.8
2.38,13.6
2.382,13.8
2.384,8.2
2.386,7.8
2.388,11.4
2.39,18.4
2.392,14.8
2.394,14.2
2.396,10.0
2.398,14.8
2.4,19.0
2.402,18.0
2.404,18.4
2.406,16.8
2.408,14.2
2.41,14.4
2.412,15.4
2.414,15.4
2.416,11.2
2.418,10.4
2.42,11.0
2.422,4.8
2.424,5.0
2.426,5.6
2.428,4.2
2.43,2.6
2.432,1.8
2.434,3.0
2.436,0.4
2.438,1.2
2.44,-0.4
2.442,1.0
2.444,-0.6
2.446,-0.4
2.448,2.4
2.45,3.8
2.452,1.2
2.454,-0.4
2.456,-0.2
2.458,-6.2
2.46,-9.2
2.462,-10.0
2.464,-5.2
2.466,1.8
2.468,2.0
2.47,7.6
2.472,3.6
2.474,2.0
2.476,-1.0
2.478,-1.8
2.48,-2.6
2.482,-3.8
2.484,-3.8
2.486,1.0
2.488,1.4
2.49,3.6
2.492,1.4
2.494,-6.8
2.496,-10.0
2.498,-8.2
2.5,-10.2
2.5020000000000002,-6.2
2.504,-0.4
2.5060000000000002,6.2
2.508,3.2
2.5100000000000002,-0.8
2.512,-2.0
2.5140000000000002,-3.2
2.516,-2.6
2.5180000000000002,1.4
2.52,2.0
2.5220000000000002,3.8
2.524,-0.2
2.5260000000000002,0.4
2.528,0.0
2.5300000000000002,-2.6
2.532,-8.8
2.5340000000000003,-12.8
2.536,-7.4
2.5380000000000003,-3.2
2.54,3.4
2.5420000000000003,5.0
2.544,1.8
2.5460000000000003,0.8
2.548,-4.2
2.5500000000000003,-0.8
2.552,-3.2
2.5540000000000003,-5.4
2.556,-2.4
2.5580000000000003,-2.0
2.56,0.2
2.562,2.6
2.564,3.4
2.566,1.8
2.568,-2.4
2.57,-2.6
2.572,-2.6
2.574,-5.8
2.576,-5.6
2.578,2.6
2.58,4.8
2.582,2.4
2.584,-4.2
2.586,-4.8
2.588,-6.2
2.59,-11.4
2.592,-5.0
2.594,-1.4
2.596,-3.6
2.598,-0.6
2.6,0.4
2.602,2.0
2.604,-2.8
2.606,-0.8
2.608,0.2
2.61,-0.2
2.612,-7.0
2.614,0.6
2.616,10.0
2.618,3.6
2.62,-0.8
2.622,-3.6
2.624,-8.8
2.626,-9.6
2.628,-7.6
2.63,1.8
2.632,1.0
2.634,-1.6
2.636,1.8
2.638,1.0
2.64,1.4
2.642,0.6
2.644,-1.4
2.646,-2.4
2.648,-0.4
2.65,0.2
2.652,-4.6
2.654,-3.8
2.656,1.8
2.658,0.6
2.66,3.2
2.662,6.0
2.664,1.2
2.666,0.0
2.668,0.6
2.67,4.8
2.672,3.2
2.674,5.0
2.676,7.4
2.678,5.4
2.68,4.4
2.682,-0.6
2.684,-0.8
2.686,2.6
2.688,2.6
2.69,2.8
2.692,1.8
2.694,1.2
2.696,-0.8
2.698,-3.2
2.7,-0.8
2.702,1.2
2.704,1.2
2.706,-0.4
2.708,3.0
2.71,5.6
2.712,0.0
2.714,-5.2
2.716,-7.2
2.718,-8.8
2.72,-11.2
2.722,-9.0
2.724,-6.2
2.726,-5.4
2.728,-0.4
2.73,2.4
2.732,2.0
2.734,-4.0
2.736,-3.6
2.738,-2.0
2.74,-0.8
2.742,0.8
2.744,-1.4
2.746,-4.6
2.748,-9.0
2.75,-8.0
2.7520000000000002,0.2
2.754,-0.4
2.7560000000000002,0.4
2.758,-4.2
2.7600000000000002,-3.6
2.762,-3.8
2.7640000000000002,-0.4
2.766,-2.0
2.7680000000000002,-2.6
2.77,-2.4
2.7720000000000002,-9.0
2.774,-9.6
2.7760000000000002,-4.6
2.778,-0.2
2.7800000000000002,2.0
2.782,7.6
2.7840000000000003,12.8
2.786,18.2
2.7880000000000003,23.6
2.79,22.2
2.7920000000000003,21.6
2.794,28.6
2.7960000000000003,31.0
2.798,29.4
2.8000000000000003,25.6
2.802,22.4
2.8040000000000003,16.2
2.806,7.8
2.8080000000000003,0.6
2.81,1.8
2.8120000000000003,-1.8
2.814,1.4
2.816,5.8
2.818,2.0
2.82,-2.0
2.822,-6.4
2.824,-5.6
2.826,-5.2
2.828,-5.4
2.83,-3.4
2.832,-4.0
2.834,-3.6
2.836,-7.0
2.838,-8.2
2.84,-6.6
2.842,2.2
2.844,1.0
2.846,-3.4
2.848,-10.6
2.85,-8.8
2.852,-3.2
2.854,-3.6
2.856,-5.0
2.858,-0.2
2.86,2.8
2.862,2.4
2.864,-3.2
2.866,-1.0
2.868,1.0
2.87,-0.2
2.872,-1.2
2.874,-4.6
2.876,-6.0
2.878,-4.4
2.88,-4.8
2.882,-1.8
2.884,5.2
2.886,2.0
2.888,-3.2
2.89,0.6
2.892,2.2
2.894,-2.0
2.896,-8.6
2.898,-6.0
2.9,-1.8
2.902,2.2
2.904,-1.6
2.906,0.2
2.908,-0.6
2.91,0.0
2.912,1.0
2.914,-3.0
2.916,-3.6
2.918,-6.6
2.92,-7.6
2.922,-4.0
2.924,-3.6
2.926,-6.0
2.928,-1.2
2.93,2.4
2.932,-1.4
2.934,3.8
2.936,7.2
2.938,7.4
2.94,2.6
2.942,0.6
2.944,-0.2
2.946,1.2
2.948,2.4
2.95,5.6
2.952,6.4
2.954,8.8
2.956,10.0
2.958,1.8
2.96,-5.2
2.962,-9.4
2.964,0.4
2.966,4.2
2.968,4.8
2.97,6.0
2.972,8.8
2.974,10.0
2.976,6.4
2.978,4.4
2.98,3.2
2.982,7.2
2.984,12.6
2.986,14.2
2.988,13.8
2.99,16.4
2.992,12.6
2.994,9.4
2.996,9.0
2.998,9.2
3.0,12.2
3.0020000000000002,13.2
3.004,14.0
3.0060000000000002,11.0
3.008,10.4
3.0100000000000002,9.6
3.012,12.6
3.0140000000000002,18.2
3.016,20.0
3.0180000000000002,16.6
3.02,18.8
3.0220000000000002,12.8
3.024,20.0
3.0260000000000002,19.6
3.028,17.8
3.0300000000000002,15.2
3.032,13.2
3.0340000000000003,10.6
3.036,3.4
3.0380000000000003,2.6
3.04,4.0
3.0420000000000003,6.0
3.044,2.4
3.0460000000000003,0.8
3.048,2.8
3.0500000000000003,3.0
3.052,4.8
3.0540000000000003,0.6
3.056,0.4
3.0580000000000003,1.2
3.06,3.2
3.0620000000000003,2.6
3.064,0.6
3.0660000000000003,2.8
3.068,-3.4
3.0700000000000003,-6.6
3.072,-4.8
3.074,-5.2
3.076,-5.2
